gene_name,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pvals_adj_weighted,logfoldchanges_abs,significance,rank
PFN1,-8.879518509,-1.011926174,0,0,0.7641196013,0,1.011926174,Downregulated,16.30863845
FGR,-8.942469597,-1.869105458,0,0,0.3122923588,0,1.869105458,Downregulated,30.57971198
MYO1D,-8.957483292,-2.435507059,0,0,0.146179402,0,2.435507059,Downregulated,39.98428976
EVI2B,-8.963541031,-1.556249499,0,0,0.4418604651,0,1.556249499,Downregulated,25.58261783
EEPD1,-8.995938301,-1.754743814,0,0,0.3920265781,0,1.754743814,Downregulated,29.06127219
ARHGDIB,-9.012005806,-1.781140089,0,0,0.2956810631,0,1.781140089,Downregulated,29.60274625
CD276,-9.03307724,-4.588314533,0,0,0.03322259136,0,4.588314533,Downregulated,76.630069
GPSM3,-9.055202484,-1.587481499,0,0,0.4019933555,0,1.587481499,Downregulated,26.64830706
CD93,9.095765114,2.591166496,0,0,0.5913621262,0,2.591166496,Upregulated,43.90255477
NEK6,-9.098399162,-2.768538713,0,0,0.1561461794,0,2.768538713,Downregulated,46.92977285
RPS6KA1,-9.109460831,-1.821513414,0,0,0.365448505,0,1.821513414,Downregulated,30.95251265
SLC7A7,9.171094894,1.846140146,0,0,0.7275747508,0,1.846140146,Upregulated,31.82310627
AL592183.1,-9.18005085,-1.801272154,0,0,0.3920265781,0,1.801272154,Downregulated,31.10995934
MAML2,9.204810143,1.118899226,0,0,0.8870431894,0,1.118899226,Upregulated,19.43053813
OGFRL1,9.219033241,1.577816129,0,0,0.7973421927,0,1.577816129,Upregulated,27.48655356
TAGLN2,-9.227988243,-1.447365403,0,0,0.5880398671,0,1.447365403,Downregulated,25.26262079
ARRB2,-9.23220253,-1.487912774,0,0,0.4285714286,0,1.487912774,Downregulated,25.99171607
FKBP1A,-9.249586105,-1.776721478,0,0,0.4817275748,0,1.776721478,Downregulated,31.15729944
LST1,-9.283827782,-7.059651852,0,0,0.009966777409,0,7.059651852,Downregulated,124.7653349
CELF2,-9.302528381,-1.609725237,0,0,0.4451827243,0,1.609725237,Downregulated,28.56710402
IL3RA,-9.306479454,-1.750704169,0,0,0.3887043189,0,1.750704169,Downregulated,31.09237327
HSP90AB1,-9.314381599,-1.35998106,0,0,0.6611295681,0,1.35998106,Downregulated,24.19328026
